,id,kind,Name,Source,MetadataVersion,AttributeMap.FieldName,AttributeMap.AttributeType,AttributeMap.Coverage,AttributeMap.DifferenceType,AttributeMap.MapType,AttributeMap.Name,AttributeMap.SeismicDifference,AttributeMap.SeismicTraceContent,CalculationWindow.WindowMode,CalculationWindow.TopHorizonName,CalculationWindow.BaseHorizonName,CalculationWindow.TopHorizonOffset,CalculationWindow.BaseHorizonOffset,CalculationWindow.HorizonName,CalculationWindow.HorizonOffsetShallow,CalculationWindow.HorizonOffsetDeep,SeismicProcessingTraces.SeismicVolumeA,SeismicProcessingTraces.SeismicVolumeB,IrapBinaryID
102,npequinor-dev:work-product-component--GenericRepresentation:bba1166a354749b68d37bcf017f0d893,osdu:wks:work-product-component--GenericRepresentation:1.1.0,4D_JS_FulRes_21sp-20au_DiffTS_0535_maxp,Auto4D,0.3.2,JOHAN SVERDRUP,MaxPositive,Masked,AttributeOfDifference,4D,4D_JS_FulRes_20au-19auM_DiffTS_0535_maxp,TimeshiftedDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,EQ19231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:404535fd-1d58-4212-962a-533d5118ed71
103,npequinor-dev:work-product-component--GenericRepresentation:3b7d0ab2d02a4bffa48a427acc118d0a,osdu:wks:work-product-component--GenericRepresentation:1.1.0,4D_JS_FulRes_23au-20au_Quadr_0535M_rms,Auto4D,0.3.2,JOHAN SVERDRUP,MaxPositive,Masked,AttributeOfDifference,4D,4D_JS_FulRes_20au-19auM_DiffTS_0535_maxp,TimeshiftedDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,EQ19231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:bd7a5381-4935-46c8-b90c-20149cedc018
104,npequinor-dev:work-product-component--GenericRepresentation:1dc03b301c9248dcb465d93a57308474,osdu:wks:work-product-component--GenericRepresentation:1.1.0,4D_JS_FulRes_23au-20au_Quadr_0535P_maxn,Auto4D,0.3.2,JOHAN SVERDRUP,RMS,Padded,AttributeOfDifference,4D,4D_JS_FulRes_23au-20au_Quadr_0535P_rms,TimeshiftedDifference,Quadrature,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ23205DZC23B-KPSDM-RAW-FULL-0535-TIME,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:394e36ea-489f-4a90-a487-885e7ce83e07
105,npequinor-dev:work-product-component--GenericRepresentation:ca52f582553d40678868d5d362d27ac0,osdu:wks:work-product-component--GenericRepresentation:1.1.0,4D_JS_FulRes_23au-20au_Quadr_0535P_rms,Auto4D,0.3.2,JOHAN SVERDRUP,RMS,Padded,AttributeOfDifference,4D,4D_JS_FulRes_23au-20au_Quadr_0535P_rms,TimeshiftedDifference,Quadrature,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ23205DZC23B-KPSDM-RAW-FULL-0535-TIME,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:daf4f227-9111-4edf-b6fe-1dcafdf87be1
106,npequinor-dev:work-product-component--GenericRepresentation:091f02aecc2741b1be3fe330c1c6c5f9,osdu:wks:work-product-component--GenericRepresentation:1.1.0,4D_JS_FulRes_23sp-21sp_DiffTS_0535_maxn,Auto4D,0.3.2,JOHAN SVERDRUP,MaxNegative,Full,AttributeOfDifference,4D,4D_JS_FulRes_23sp-21sp_DiffTS_0535_maxn,TimeshiftedDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ23200DZC23A-KPSDM-RAW-FULL-0535-TIME,EQ21200DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:c7c20325-f019-4a97-88e2-10a7aeaa83ef
107,npequinor-dev:work-product-component--GenericRepresentation:827b5770badb4dc18454a9960b42531a,osdu:wks:work-product-component--GenericRepresentation:1.1.0,kjef_test_4D_JS_FulRes_20au-19auM_Quadr_0535_maxn,Auto4D,0.3.2,JOHAN SVERDRUP,MaxNegative,Masked,AttributeOfDifference,4D,4D_JS_FulRes_20au-19auM_Quadr_0535_maxn,TimeshiftedDifference,Quadrature,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,EQ19231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:bd0f79fb-d548-485c-bf45-168b0105e833
108,npequinor-dev:work-product-component--GenericRepresentation:2465e2f47f05436a97e2652432e36b7c,osdu:wks:work-product-component--GenericRepresentation:1.1.0,kjef_test_4D_JS_FulRes_23au-20au_DiffTS_0535M_maxn,Auto4D,0.3.2,JOHAN SVERDRUP,MaxNegative,Masked,AttributeOfDifference,4D,4D_JS_FulRes_23au-20au_DiffTS_0535M_maxn,TimeshiftedDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ23205DZC23B-KPSDM-RAW-FULL-0535-TIME,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:ac81a78e-484e-4df5-ac80-ebd1b91c09f8
109,npequinor-dev:work-product-component--GenericRepresentation:1fe128bed8554c52b90c3c0aae23bede,osdu:wks:work-product-component--GenericRepresentation:1.1.0,kjef_test_4D_JS_FulRes_20au-19auM_Diff_0535_maxn,Auto4D,0.3.2,JOHAN SVERDRUP,MaxNegative,Masked,AttributeOfDifference,4D,4D_JS_FulRes_20au-19auM_Diff_0535_maxn,RawDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,EQ19231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:19a60d74-da4a-4514-bfbf-e4fee4e51ac1
110,npequinor-dev:work-product-component--GenericRepresentation:f9a8d04cda3a4c5fba2b38af4bac932f,osdu:wks:work-product-component--GenericRepresentation:1.1.0,kjef_test_4D_JS_FulRes_23au-20au_DiffTS_0535M_rms,Auto4D,0.3.2,JOHAN SVERDRUP,RMS,Masked,AttributeOfDifference,4D,4D_JS_FulRes_23au-20au_DiffTS_0535M_rms,TimeshiftedDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ23205DZC23B-KPSDM-RAW-FULL-0535-TIME,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:d4dcb1c7-d3c7-43a7-8a21-0eeb15863f1d
111,npequinor-dev:work-product-component--GenericRepresentation:2692f15bc9524337bc6c46fb2602ffef,osdu:wks:work-product-component--GenericRepresentation:1.1.0,4D_JS_FulRes_21sp-20au_DiffTS_0535_maxp,Auto4D,0.3.2,JOHAN SVERDRUP,MaxNegative,Full,AttributeOfDifference,4D,4D_JS_FulRes_23sp-21sp_DiffTS_0535_maxn,TimeshiftedDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ23200DZC23A-KPSDM-RAW-FULL-0535-TIME,EQ21200DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:eb8593bc-dba3-4011-9617-4903df3e7026
112,npequinor-dev:work-product-component--GenericRepresentation:e001d33baa3e4b469e61564fc24cbd17,osdu:wks:work-product-component--GenericRepresentation:1.1.0,4D_JS_FulRes_23au-20au_RI_0535M_rms,Auto4D,0.3.2,JOHAN SVERDRUP,RMS,Masked,AttributeOfDifference,4D,4D_JS_FulRes_23au-20au_RI_0535M_rms,TimeshiftedDifference,RelativeAcousticImpedance,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ23205DZC23B-KPSDM-RAW-FULL-0535-TIME,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:2a6d7157-0088-4a07-9c0a-cd8b78ba66cd
113,npequinor-dev:work-product-component--GenericRepresentation:5aed525e0d884b0a843f925319462005,osdu:wks:work-product-component--GenericRepresentation:1.1.0,4D_JS_FulRes_20au-19auM_DiffTS_0535_maxp,Auto4D,0.3.2,JOHAN SVERDRUP,MaxNegative,Full,AttributeOfDifference,4D,4D_JS_FulRes_23sp-21sp_DiffTS_0535_maxn,TimeshiftedDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ23200DZC23A-KPSDM-RAW-FULL-0535-TIME,EQ21200DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:d10c6807-5dc3-4711-9fd8-6146e89cc282
114,npequinor-dev:work-product-component--GenericRepresentation:96902dd8202e46ec96e127637476c204,osdu:wks:work-product-component--GenericRepresentation:1.1.0,4D_JS_FulRes_23sp-22sp_Diff_0535_maxn,Auto4D,0.3.2,JOHAN SVERDRUP,MaxPositive,Full,AttributeOfDifference,4D,4D_JS_FulRes_22sp-21sp_DiffTS_0535_maxp,TimeshiftedDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ22200DZC23A-KPSDM-RAW-FULL-0535-TIME,EQ21200DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:8def6b0f-abe6-455a-9d06-102738fe7294
115,npequinor-dev:work-product-component--GenericRepresentation:f812efa773dc4eab8a8d69d128fea2c1,osdu:wks:work-product-component--GenericRepresentation:1.1.0,kjef_test_4D_JS_FulRes_20au-19auM_Diff_0535_maxn,Auto4D,0.3.2,JOHAN SVERDRUP,MaxNegative,Masked,AttributeOfDifference,4D,4D_JS_FulRes_23au-20au_DiffTS_0535M_maxn,TimeshiftedDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ23205DZC23B-KPSDM-RAW-FULL-0535-TIME,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:baa964a4-f292-4876-8242-0f696cefdcca
116,npequinor-dev:work-product-component--GenericRepresentation:08ef41d5b60e4c9b83215be9063864f8,osdu:wks:work-product-component--GenericRepresentation:1.1.0,kjef_test_4D_JS_FulRes_20au-19auM_Diff_0535_maxn,Auto4D,0.3.2,JOHAN SVERDRUP,MaxNegative,Masked,AttributeOfDifference,4D,4D_JS_FulRes_20au-19auM_Diff_0535_maxn,RawDifference,Amplitude,BetweenHorizons,3D+TAasgard+JS+Z22+Merge_EQ20231_PH2DG3,3D+IUTU+JS+Z22+Merge_EQ20231_PH2DG3,-10.0,10.0,,,,EQ20231DZC23A-KPSDM-RAW-FULL-0535-TIME,EQ19231DZC23A-KPSDM-RAW-FULL-0535-TIME,npequinor-dev:dataset--File.Generic:707ef9f9-c393-41d4-949f-a885ca273cbb
